"workerid","rt","content","subjectGender","speakerGender","question","speakerName","fact_type","subjectName","verb","utterance","contentNr","trigger_class","response","fact","slide_number_in_experiment"
63,9343,"Mary is pregnant","M","F","1","Elizabeth","factL","Jacob","prove","Did Patrick prove that Mary is pregnant?","1","C","Yes","Mary is a middle school student",27
64,6806,"Vanessa is good at math",NA,"M","control4","James",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",2
64,20263,"Sophia got a tattoo","M","M","5","Mark","factH","Gregory","suggest","Did Ben suggest that Sophia got a tattoo?","5","C","Yes","Sophia is a hipster",3
64,5951,"Madison had a baby",NA,"F","control5","Lisa",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",4
64,10864,"Josie went on vacation to France","M","F","2","Jennifer","factH","Jeffrey","know","Does Scott know that Josie went on vacation to France?","2","NonProj","Yes","Josie loves France",5
64,12384,"Grace visited her sister","M","F","9","Linda","factH","Raymond","be_right_that","Is Andrew right that Grace visited her sister?","9","C","No","Grace loves her sister",6
64,7864,"Zack is coming to the meeting tomorrow",NA,"M","control1","William",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",7
64,6400,"Charley speaks Spanish","F","F","20","Michelle","factH","Carolyn","reveal","Did Anna reveal that Charley speaks Spanish?","20","NonProj","Yes","Charley lives in Mexico",8
64,5367,"Mary&quotechars aunt is sick",NA,"M","control2","Paul",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",9
64,9352,"Danny ate the last cupcake","F","F","11","Carol","factH","Christina","hear","Did Amanda hear that Danny ate the last cupcake?","11","C","Yes","Danny loves cake",10
64,13423,"Zoe calculated the tip","M","F","10","Jessica","factH","Benjamin","establish","Did Tim establish that Zoe calculated the tip?","10","NonProj","No","Zoe is a math major",11
64,13824,"Jon walks to work","F","F","19","Elizabeth","factL","Heather","think","Does Ruth think that Jon walks to work?","19","NonProj","No","Jon lives 10 miles away from work",12
64,10847,"Jackson ran 10 miles","F","F","13","Sandra","factH","Cynthia","demonstrate","Did Laura demonstrate that Jackson ran 10 miles?","13","C","No","Jackson is training for a marathon",13
64,6616,"Mia drank 2 cocktails last night","M","F","6","Lisa","factL","Alexander","say","Did Ray say that Mia drank 2 cocktails last night?","6","C","No","Mia is a nun",14
64,8720,"Owen shoveled snow last winter","F","F","17","Betty","factL","Rachel","annoyed","Is Cynthia annoyed that Owen shoveled snow last winter?","17","NonProj","Yes","Owen lives in New Orleans",15
64,4575,"Hendrick&quotechars car was expensive",NA,"F","control6","Betty",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",16
64,13223,"Isabella ate a steak on Sunday","M","M","7","James","factL","Nicholas","inform_Sam","Did Kevin inform Sam that Isabella ate a steak on Sunday?","7","C","Yes","Isabella is a vegetarian",17
64,7531,"Emily bought a car yesterday","M","M","8","George","factH","Brandon","see","Did Brian see that Emily bought a car yesterday?","8","NonProj","No","Emily has been saving for a year",18
64,15887,"Josh learned to ride a bike yesterday","F","F","16","Nancy","factH","Janet","pretend","Did Sharon pretend that Josh learned to ride a bike yesterday?","16","NonProj","No","Josh is a 5-year old boy",19
64,20640,"Tony had a drink last night","F","M","15","Kenneth","factL","Amanda","confess","Did Rebecca confess that Tony had a drink last night?","15","C","Yes","Tony has been sober for 20 years",20
64,18704,"Emma studied on Saturday morning","M","F","3","Margaret","factL","Timothy","confirm","Did Justin confirm that Emma studied on Saturday morning?","3","C","No","Emma is in first grade",21
64,5429,"Mary is pregnant","M","M","1","Paul","factL","Edward","announce","Did Patrick announce that Mary is pregnant?","1","C","Yes","Mary is a middle school student",22
64,12352,"Olivia sleeps until noon","M","F","4","Susan","factH","Patrick","prove","Did Jerry prove that Olivia sleeps until noon?","4","C","No","Olivia works the third shift",23
64,5848,"Frank got a cat","F","F","12","Dorothy","factL","Laura","acknowledge","Did Melissa acknowledge that Frank got a cat?","12","C","Yes","Frank is allergic to cats",24
64,5448,"Todd played football in high school",NA,"M","control3","Kenneth",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",25
64,8432,"Jayden rented a car","F","M","14","William","factL","Joyce","admit","Did Stephanie admit that Jayden rented a car?","14","C","Yes","Jayden doesn&quotechart have a driver&quotechars license",26
64,14240,"Julian dances salsa","F","M","18","Matthew","factL","Julie","discover","Did Kathleen discover that Julian dances salsa?","18","NonProj","Yes","Julian is German",27
65,16672,"Emma studied on Saturday morning","M","F","3","Linda","factL","Benjamin","acknowledge","Did Justin acknowledge that Emma studied on Saturday morning?","3","C","No","Emma is in first grade",2
65,9622,"Frank got a cat","F","F","12","Michelle","factH","Catherine","demonstrate","Did Melissa demonstrate that Frank got a cat?","12","C","No","Frank has always wanted a pet",3
65,8775,"Sophia got a tattoo","M","F","5","Ashley","factH","Brian","say","Did Ben say that Sophia got a tattoo?","5","C","No","Sophia is a hipster",4
65,9223,"Owen shoveled snow last winter","F","F","17","Kimberly","factH","Christina","confirm","Did Cynthia confirm that Owen shoveled snow last winter?","17","C","No","Owen lives in Chicago",5
65,13280,"Jackson ran 10 miles","F","F","13","Jennifer","factL","Rebecca","hear","Did Laura hear that Jackson ran 10 miles?","13","C","Yes","Jackson is obese",6
65,11295,"Josh learned to ride a bike yesterday","F","M","16","George","factH","Carolyn","be_right_that","Is Sharon right that Josh learned to ride a bike yesterday?","16","C","Yes","Josh is a 5-year old boy",7
65,25383,"Danny ate the last cupcake","F","F","11","Karen","factH","Heather","see","Did Amanda see that Danny ate the last cupcake?","11","NonProj","Yes","Danny loves cake",8
65,7856,"Josie went on vacation to France","M","M","2","Mark","factL","Andrew","inform_Sam","Did Scott inform Sam that Josie went on vacation to France?","2","C","Yes","Josie doesn&quotechart have a passport",9
65,4990,"Todd played football in high school",NA,"M","control3","Christopher",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",10
65,3983,"Madison had a baby",NA,"F","control5","Donna",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",11
65,9943,"Mary&quotechars aunt is sick",NA,"F","control2","Linda",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",12
65,12559,"Zoe calculated the tip","M","F","10","Jessica","factL","Scott","pretend","Did Tim pretend that Zoe calculated the tip?","10","NonProj","No","Zoe is 5 years old",13
65,5455,"Mia drank 2 cocktails last night","M","F","6","Dorothy","factL","Edward","establish","Did Ray establish that Mia drank 2 cocktails last night?","6","NonProj","No","Mia is a nun",14
65,21783,"Olivia sleeps until noon","M","M","4","Christopher","factL","Ronald","think","Does Jerry think that Olivia sleeps until noon?","4","NonProj","No","Olivia has two small children",15
65,6127,"Jon walks to work","F","M","19","Thomas","factH","Angela","annoyed","Is Ruth annoyed that Jon walks to work?","19","NonProj","Yes","Jon lives 2 blocks away from work",16
65,6591,"Julian dances salsa","F","F","18","Nancy","factH","Rachel","announce","Did Kathleen announce that Julian dances salsa?","18","C","Yes","Julian is Cuban",17
65,7367,"Mary is pregnant","M","F","1","Sarah","factH","Larry","confess","Did Patrick confess that Mary is pregnant?","1","C","Yes","Mary is taking a prenatal yoga class",18
65,9727,"Charley speaks Spanish","F","F","20","Sandra","factL","Shirley","prove","Did Anna prove that Charley speaks Spanish?","20","C","No","Charley lives in Korea",19
65,5384,"Emily bought a car yesterday","M","M","8","Paul","factL","Brandon","discover","Did Brian discover that Emily bought a car yesterday?","8","NonProj","Yes","Emily never has any money",20
65,6136,"Hendrick&quotechars car was expensive",NA,"F","control6","Jessica",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",21
65,22120,"Isabella ate a steak on Sunday","M","M","7","Richard","factH","Jeffrey","know","Does Kevin know that Isabella ate a steak on Sunday?","7","NonProj","Yes","Isabella is from Argentina",22
65,3583,"Zack is coming to the meeting tomorrow",NA,"M","control1","William",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",23
65,5015,"Tony had a drink last night","F","F","15","Lisa","factH","Laura","suggest","Did Rebecca suggest that Tony had a drink last night?","15","C","No","Tony really likes to party with his friends",24
65,3351,"Jayden rented a car","F","M","14","William","factL","Kathleen","reveal","Did Stephanie reveal that Jayden rented a car?","14","NonProj","Yes","Jayden doesn&quotechart have a driver&quotechars license",25
65,3031,"Vanessa is good at math",NA,"F","control4","Sandra",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",26
65,5385,"Grace visited her sister","M","F","9","Donna","factL","Timothy","admit","Did Andrew admit that Grace visited her sister?","9","C","Yes","Grace hates her sister",27
66,13093,"Jon walks to work","F","M","19","Robert","factL","Catherine","demonstrate","Did Ruth demonstrate that Jon walks to work?","19","C","Yes","Jon lives 10 miles away from work",2
66,10824,"Emma studied on Saturday morning","M","M","3","Thomas","factH","Patrick","reveal","Did Justin reveal that Emma studied on Saturday morning?","3","NonProj","Yes","Emma is in law school",3
66,9902,"Sophia got a tattoo","M","F","5","Nancy","factH","Benjamin","hear","Did Ben hear that Sophia got a tattoo?","5","C","Yes","Sophia is a hipster",4
66,11840,"Owen shoveled snow last winter","F","F","17","Margaret","factL","Nicole","say","Did Cynthia say that Owen shoveled snow last winter?","17","C","Yes","Owen lives in New Orleans",5
66,77506,"Vanessa is good at math",NA,"M","control4","Christopher",NA,NA,"control","Is Vanessa good at math?","control4","control","Yes","Vanessa won a prize at school",6
66,77359,"Tony had a drink last night","F","F","15","Sarah","factH","Heather","inform_Sam","Did Rebecca inform Sam that Tony had a drink last night?","15","C","Yes","Tony really likes to party with his friends",7
66,30880,"Mia drank 2 cocktails last night","M","F","6","Linda","factL","Jerry","confirm","Did Ray confirm that Mia drank 2 cocktails last night?","6","C","Yes","Mia is a nun",8
66,20885,"Hendrick&quotechars car was expensive",NA,"F","control6","Margaret",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","Yes","Hendrick just bought a car",9
66,7945,"Olivia sleeps until noon","M","M","4","James","factL","Brian","know","Does Jerry know that Olivia sleeps until noon?","4","NonProj","Yes","Olivia has two small children",10
66,4055,"Madison had a baby",NA,"M","control5","Kenneth",NA,NA,"control","Did Madison have a baby?","control5","control","Yes","Trish sent Madison a card",11
66,4711,"Josie went on vacation to France","M","F","2","Jennifer","factH","Scott","prove","Did Scott prove that Josie went on vacation to France?","2","C","Yes","Josie loves France",12
66,5458,"Isabella ate a steak on Sunday","M","F","7","Kimberly","factH","Timothy","establish","Did Kevin establish that Isabella ate a steak on Sunday?","7","NonProj","Yes","Isabella is from Argentina",13
66,7302,"Todd played football in high school",NA,"M","control3","Paul",NA,NA,"control","Did Todd play football in high school?","control3","control","Yes","Todd goes to the gym 3 times a week",14
66,5553,"Zoe calculated the tip","M","F","10","Jessica","factL","Kevin","suggest","Did Tim suggest that Zoe calculated the tip?","10","C","Yes","Zoe is 5 years old",15
66,4308,"Zack is coming to the meeting tomorrow",NA,"M","control1","James",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","Yes","Zack is a member of the golf club",16
66,3682,"Grace visited her sister","M","M","9","Kenneth","factL","Nicholas","be_right_that","Is Andrew right that Grace visited her sister?","9","C","Yes","Grace hates her sister",17
66,4824,"Mary is pregnant","M","M","1","Paul","factL","Raymond","pretend","Did Patrick pretend that Mary is pregnant?","1","NonProj","Yes","Mary is a middle school student",18
66,4538,"Frank got a cat","F","M","12","Mark","factH","Sharon","discover","Did Melissa discover that Frank got a cat?","12","NonProj","Yes","Frank has always wanted a pet",19
66,2662,"Jackson ran 10 miles","F","F","13","Carol","factL","Rachel","annoyed","Is Laura annoyed that Jackson ran 10 miles?","13","NonProj","Yes","Jackson is obese",20
66,2736,"Julian dances salsa","F","F","18","Dorothy","factH","Stephanie","admit","Did Kathleen admit that Julian dances salsa?","18","C","Yes","Julian is Cuban",21
66,3888,"Charley speaks Spanish","F","F","20","Karen","factH","Anna","announce","Did Anna announce that Charley speaks Spanish?","20","C","Yes","Charley lives in Mexico",22
66,2728,"Emily bought a car yesterday","M","F","8","Betty","factH","Andrew","acknowledge","Did Brian acknowledge that Emily bought a car yesterday?","8","C","Yes","Emily has been saving for a year",23
66,5962,"Jayden rented a car","F","F","14","Michelle","factH","Amy","see","Did Stephanie see that Jayden rented a car?","14","NonProj","Yes","Jayden&quotechars car is in the shop",24
66,3151,"Danny ate the last cupcake","F","F","11","Sandra","factL","Christina","think","Does Amanda think that Danny ate the last cupcake?","11","NonProj","Yes","Danny is a diabetic",25
